1539137976.103000, 4
1539137976.287000, 5
1539137976.832000, 8
1539137977.750000, 13
1539137978.887000, 19
1539137980.034000, 25
1539137981.363000, 32
1539137982.694000, 39
1539137984.220000, 47
1539137985.107000, 52
1539137985.774000, 56
1539137986.102000, 58
1539137986.433000, 60
1539137986.607000, 61
1539137986.943000, 63
1539137987.109000, 64
1539137987.453000, 66
1539137987.802000, 68
1539137988.327000, 71
1539137989.490000, 78
1539137991.245000, 88
1539137994.339000, 105
1539137997.440000, 123
1539137999.929000, 138
1539138001.818000, 149
1539138005.007000, 167
1539138009.491000, 191
1539138013.453000, 210
1539138016.397000, 225
1539138020.446000, 245
1539138022.705000, 256
1539138022.883000, 257
1539138023.973000, 263
1539138025.193000, 270
1539138027.627000, 283
1539138029.439000, 293
1539138030.924000, 301
1539138033.678000, 315
1539138035.533000, 326
1539138039.954000, 349
1539138041.807000, 359
1539138045.783000, 379
1539138048.438000, 392
1539138054.786000, 427
1539138063.959000, 480
1539138065.028000, 487
1539138066.018000, 493
1539138066.886000, 498
1539138067.972000, 504
1539138087.161000, 605
1539138087.332000, 606
1539138087.675000, 608
1539138088.168000, 611
1539138088.331000, 612
1539138088.837000, 615
1539138089.509000, 619
1539138090.009000, 622
1539138090.687000, 626
1539138091.403000, 630
1539138091.957000, 633
1539138092.506000, 636
1539138092.869000, 638
1539138093.404000, 641
1539138094.253000, 646
1539138094.896000, 650
1539138095.371000, 653
1539138095.853000, 656
